title,description,identifier,licence,keywords,issued,modified,publisher.name,publisher.mbox,contactPoint.fn,contactPoint.hasEmail,landingPage,updateFrequency,theme,distribution.0.downloadURL,distribution.0.title,distribution.0.description,distribution.0.format,distribution.1.downloadURL,distribution.0.size,distribution.1.title,distribution.1.description,distribution.1.format,distribution.1.size,distribution.2.downloadURL,distribution.2.title,distribution.2.format,distribution.3.downloadURL,distribution.3.title,distribution.3.format,distribution.4.downloadURL,distribution.4.title,distribution.4.format,distribution.5.downloadURL,distribution.5.title,distribution.5.format,distribution.6.downloadURL,distribution.6.title,distribution.6.format,distribution.7.downloadURL,distribution.7.title,distribution.7.format,distribution.8.downloadURL,distribution.8.title,distribution.8.format,distribution.9.downloadURL,distribution.9.title,distribution.9.format,distribution.10.downloadURL,distribution.10.title,distribution.10.format,distribution.11.downloadURL,distribution.11.title,distribution.11.format,distribution.12.downloadURL,distribution.12.title,distribution.12.format,distribution.13.downloadURL,distribution.13.title,distribution.13.format,distribution.14.downloadURL,distribution.14.title,distribution.14.format,distribution.15.downloadURL,distribution.15.title,distribution.15.format,distribution.16.downloadURL,distribution.16.title,distribution.16.format,distribution.17.downloadURL,distribution.17.title,distribution.17.format,distribution.18.downloadURL,distribution.18.title,distribution.18.format,distribution.19.downloadURL,distribution.19.title,distribution.19.format,distribution.20.downloadURL,distribution.20.title,distribution.20.format,distribution.21.downloadURL,distribution.21.title,distribution.21.format,distribution.22.downloadURL,distribution.22.title,distribution.22.format,distribution.23.downloadURL,distribution.23.title,distribution.23.format,distribution.24.downloadURL,distribution.24.title,distribution.24.format
RD030 Vehicle fleet by fuel type,"Transport Dashboard - Road Transport: Vehicle fleet by fuel type (Petrol diesel, Other) from 2000 onwards",https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd023-vehicle-fleet-composition-by-region/rd030-vehicle-fleet-by-fuel-type,https://creativecommons.org/licenses/by/4.0,"fuel type, vehicle fleet, vehicle type",,05-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd023-vehicle-fleet-composition-by-region/rd030-vehicle-fleet-by-fuel-type,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD030-Vehiclefleetbyfueltype?:embed=y&:display_count=n&:origin=viz_share_link,RD030 Vehicle fleet by fuel type,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD031 Vehicle fleet by fuel type by region,"Transport Dashboard - Road Transport: Vehicle fleet by fuel type (Petrol diesel, Other) by region from 2000 onwards",https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd023-vehicle-fleet-composition-by-region/rd031-vehicle-fleet-by-fuel-type-by-region,https://creativecommons.org/licenses/by/4.0,"fuel type, vehicle fleet, vehicle type",,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd023-vehicle-fleet-composition-by-region/rd031-vehicle-fleet-by-fuel-type-by-region,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD031-Vehiclefleetbyfueltypebyregion?:embed=y&:display_count=n&:origin=viz_share_link,RD031 Vehicle fleet by fuel type by region,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD032 Vehicle fleet powered by diesel (%),Transport Dashboard - Road Transport: Vehicle fleet powered by diesel (percent of vehicle fleet) from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd023-vehicle-fleet-composition-by-region/rd032-vehicle-fleet-powered-by-diesel,https://creativecommons.org/licenses/by/4.0,"fuel type, vehicle fleet, vehicle type",,05-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd023-vehicle-fleet-composition-by-region/rd032-vehicle-fleet-powered-by-diesel,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD032-Vehiclefleetpoweredbydiesel?:embed=y&:display_count=n&:origin=viz_share_link,RD032 Vehicle fleet powered by diesel (%),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD033 Light vehicle fleet by engine size by region,Transport Dashboard - Road Transport: Light vehicle fleet by engine size (cc) by region from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd023-vehicle-fleet-composition-by-region/rd033-light-vehicle-fleet-by-engine-size-by-region,https://creativecommons.org/licenses/by/4.0,"vehicle fleet, vehicle type",,04-09-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd023-vehicle-fleet-composition-by-region/rd033-light-vehicle-fleet-by-engine-size-by-region,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD033-Lightvehiclefleetbyenginesizebyregion?:embed=y&:display_count=n&:origin=viz_share_link,RD033 Light vehicle fleet by engine size by region,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD034 Average engine size of light vehicle fleet by region (cc),Transport Dashboard - Road Transport: Average engine size of light vehicle fleet by region (cc) from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd023-vehicle-fleet-composition-by-region/rd034-average-engine-size-of-light-vehicle-fleet-by-region-cc,https://creativecommons.org/licenses/by/4.0,"light vehicles, vehicle fleet, vehicle type",,04-09-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd023-vehicle-fleet-composition-by-region/rd034-average-engine-size-of-light-vehicle-fleet-by-region-cc,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD034-Averageenginesizeoflightvehiclefleetbyregioncc?:embed=y&:display_count=n&:origin=viz_share_link,RD034 Average engine size of light vehicle fleet by region (cc),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD020 Motorcycles in the vehicle fleet and vehicle kilometres travelled (billion km),Transport Dashboard - Road Transport: Motorcycles in the vehicle fleet and vehicle kilometres travelled (billion km) from 2001 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd020-motorcycles-in-the-vehicle-fleet-and-distance-travelled-billion-km,https://creativecommons.org/licenses/by/4.0,"vehicle fleet, vehicle type, VKT",,05-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd020-motorcycles-in-the-vehicle-fleet-and-distance-travelled-billion-km,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD020-Motorcyclesinthevehiclefleetandvehiclekilometrestravelledbillionkm?:embed=y&:display_count=n&:origin=viz_share_link,RD020 Motorcycles in the vehicle fleet and vehicle kilometres travelled (billion km),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD021 Distance travelled by motorcycle by age group (million km),Transport Dashboard - Road Transport: Distance travelled by motorcycle by age group (million km) for travel surveys from 1989/90 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd020-motorcycles-in-the-vehicle-fleet-and-distance-travelled-billion-km/rd021-distance-travelled-by-motorcycle-by-age-group-million-km,https://creativecommons.org/licenses/by/4.0,"person kilometres, VKT",,04-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd020-motorcycles-in-the-vehicle-fleet-and-distance-travelled-billion-km/rd021-distance-travelled-by-motorcycle-by-age-group-million-km,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD021-Distancetravelledbymotorcyclebyagegroupmillionkmperyear?:embed=y&:display_count=n&:origin=viz_share_link,RD021 Distance travelled by motorcycle by age group (million km),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD022 Distance travelled by motorcycle by purpose and age group (%),Transport Dashboard - Road Transport: Distance travelled by motorcycle by purpose and age group (%) for the latest travel survey,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd020-motorcycles-in-the-vehicle-fleet-and-distance-travelled-billion-km/rd022-distance-travelled-by-motorcycle-by-purpose-and-age-group,https://creativecommons.org/licenses/by/4.0,"person kilometres, purpose, VKT",,04-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd020-motorcycles-in-the-vehicle-fleet-and-distance-travelled-billion-km/rd022-distance-travelled-by-motorcycle-by-purpose-and-age-group,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD022-Distancetravelledbymotorcyclebypurposeandagegroup-200914?:embed=y&:display_count=n&:origin=viz_share_link,RD022 Distance travelled by motorcycle by purpose and age group (%),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD025 Average vehicle fleet age (years),Transport Dashboard - Road Transport: Average vehicle fleet age (years) from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd025-average-vehicle-fleet-age-years,https://creativecommons.org/licenses/by/4.0,"vehicle fleet, vehicle type",,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd025-average-vehicle-fleet-age-years,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD025-Averagevehiclefleetageyears?:embed=y&:display_count=n&:origin=viz_share_link,RD025 Average vehicle fleet age (years),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD026 Average vehicle fleet age by region (years),Transport Dashboard - Road Transport: Average vehicle fleet age (years) by region from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd025-average-vehicle-fleet-age-years/rd026-average-vehicle-fleet-age-by-region-years,https://creativecommons.org/licenses/by/4.0,"vehicle fleet, vehicle type",,05-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd025-average-vehicle-fleet-age-years/rd026-average-vehicle-fleet-age-by-region-years,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD026-Averagevehiclefleetagebyregionyears?:embed=y&:display_count=n&:origin=viz_share_link,RD026 Average vehicle fleet age by region (years),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD027 Vehicle ownership per capita,"Transport Dashboard - Road Transport: Vehicle ownership (light vehicles, all vehicles) per capita from 2000 onwards",https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd027-vehicle-ownership-per-capita,https://creativecommons.org/licenses/by/4.0,"light vehicles, vehicle fleet, vehicle type",,05-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd027-vehicle-ownership-per-capita,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD027-Vehicleownershippercapita?:embed=y&:display_count=n&:origin=viz_share_link,RD027 Vehicle ownership per capita,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD028 Vehicle ownership per capita by region,Transport Dashboard - Road Transport: Vehicle ownership per capita by region from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd027-vehicle-ownership-per-capita/d028-vehicle-ownership-per-capita-by-region,https://creativecommons.org/licenses/by/4.0,"light vehicles, vehicle fleet, vehicle type",,05-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd027-vehicle-ownership-per-capita/d028-vehicle-ownership-per-capita-by-region,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD028-Lightvehicleownershippercapitabyregion?:embed=y&:display_count=n&:origin=viz_share_link,RD028 Vehicle ownership per capita by region,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD036 Households with access to motor vehicles,Transport Dashboard - Road Transport: Households with access to motor vehicles  by census year from 1996 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd036-households-with-access-to-motor-vehicles,https://creativecommons.org/licenses/by/4.0,"vehicles, vehicle ownership",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd036-households-with-access-to-motor-vehicles,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD036-Householdswithaccesstomotorvehicles?:embed=y&:display_count=n&:origin=viz_share_link,RD036 Households with access to motor vehicles,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD037 Households with access to motor vehicles by region,Transport Dashboard - Road Transport: Households with access to motor vehicles by region and by census year from 1996 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd036-households-with-access-to-motor-vehicles/rd037-households-with-access-to-motor-vehicles-by-region,https://creativecommons.org/licenses/by/4.0,"vehicles, vehicle ownership",,27-05-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd036-households-with-access-to-motor-vehicles/rd037-households-with-access-to-motor-vehicles-by-region,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD037-Householdswithaccesstomotorvehiclesbyregion?:embed=y&:display_count=n&:origin=viz_share_link,RD037 Households with access to motor vehicles by region,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD038 Households with access to a motor vehicle by region (%),Transport Dashboard - Road Transport: Households with access to a motor vehicle by region (percentage) and by census year from 1996 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd036-households-with-access-to-motor-vehicles/rd038-households-with-access-to-a-motor-vehicle-by-region,https://creativecommons.org/licenses/by/4.0,"vehicles, vehicle ownership",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd036-households-with-access-to-motor-vehicles/rd038-households-with-access-to-a-motor-vehicle-by-region,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD038-Householdswithaccesstoamotorvehiclebyregion?:embed=y&:display_count=n&:origin=viz_share_link,RD038 Households with access to a motor vehicle by region (%),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD018 Average travel speeds by city (km/hour),"Transport Dashboard - Road Transport: Average travel speeds by city (km/hour), road type (local road, state highway) and peak period of travel (AM, Interpeak, PM) from 2006 onwards",https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd018-average-travel-speeds-by-city-kmhour,https://creativecommons.org/licenses/by/4.0,congestion,,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd018-average-travel-speeds-by-city-kmhour,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD018-Averagetravelspeedsbycitykmhour?:embed=y&:display_count=n&:origin=viz_share_link,RD018 Average travel speeds by city (km/hour),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RD001 Length of road network, sealed and unsealed (km)  ","Transport Dashboard - Road Transport: Length of road network, sealed and unsealed (kilometres) from 2002/03 onwards",https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd001-length-of-road-network-sealed-and-unsealed-km,https://creativecommons.org/licenses/by/4.0,"local roads, statehighways",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd001-length-of-road-network-sealed-and-unsealed-km,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD001-Lengthofroadnetworksealedandunsealedkm?:embed=y&:display_count=n&:origin=viz_share_link,"RD001 Length of road network, sealed and unsealed (km)  ",From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD002 Length of road network by region (km),Transport Dashboard - Road Transport: Length of road network by region (kilometres) from 2004/05 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd001-length-of-road-network-sealed-and-unsealed-km/rd002-length-of-road-network-by-region-km,https://creativecommons.org/licenses/by/4.0,"local roads, statehighways, urban area",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd001-length-of-road-network-sealed-and-unsealed-km/rd002-length-of-road-network-by-region-km,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RDOO2-Lengthofroadnetworkbyregionkm?:embed=y&:display_count=n&:origin=viz_share_link,RD002 Length of road network by region (km),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD003 Length of urban and rural local road network (km),Transport Dashboard - Road Transport: Length of urban and rural local road network (km) and road type from 1992/93 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd001-length-of-road-network-sealed-and-unsealed-km/rd003-length-of-urban-and-rural-local-road-network-km,https://creativecommons.org/licenses/by/4.0,"local roads, statehighways, urban area",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd001-length-of-road-network-sealed-and-unsealed-km/rd003-length-of-urban-and-rural-local-road-network-km,Annual,transport,https://public.tableau.com/shared/SSKBMCK7T?:display_count=n&:origin=viz_share_link&:embed=y,RD003 Length of urban and rural local road network (km),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD004 Length of sealed and unsealed local roads by territorial local authority (km),Transport Dashboard - Road Transport: Length of sealed and unsealed local roads by territorial local authority (kilometres) from 2004/05 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd001-length-of-road-network-sealed-and-unsealed-km/rd004-length-of-sealed-local-roads-by-territorial-local-authority-km,https://creativecommons.org/licenses/by/4.0,"local roads, statehighways",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd001-length-of-road-network-sealed-and-unsealed-km/rd004-length-of-sealed-local-roads-by-territorial-local-authority-km,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD004-Lengthofsealedandunsealedlocalroadsbyterritoriallocalauthoritykm?:embed=y&:display_count=n&:origin=viz_share_link,RD004 Length of sealed and unsealed local roads by territorial local authority (km),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD071 Price of fuel (cents per litre),"Transport Dashboard - Road Transport: Price of fuel (cents per litre) by fuel type (regular, premium, diesel) from 2000 onwards (by quarter period)",https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd071-price-of-fuel-cents-per-litre,https://creativecommons.org/licenses/by/4.0,"fuel type, transport prices",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd071-price-of-fuel-cents-per-litre,Quarter,transport,https://public.tableau.com/views/RoadTransport_0/RD071-Priceoffuelcentsperlitre?:embed=y&:display_count=n&:origin=viz_share_link,RD071 Price of fuel (cents per litre),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD073 Consumers price indices for private transport,Transport Dashboard - Road Transport: Consumers price indices for private transport by cost type from 2000 onwards (by quarter period),https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd071-price-of-fuel-cents-per-litre/rd073-consumers-price-indices-for-private-transport,https://creativecommons.org/licenses/by/4.0,"fuel type, transport prices",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd071-price-of-fuel-cents-per-litre/rd073-consumers-price-indices-for-private-transport,Quarter,transport,https://public.tableau.com/views/RoadTransport_0/RD073-Consumerspriceindicesforprivatetransport?:embed=y&:display_count=n&:origin=viz_share_link,RD073 Consumers price indices for private transport,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD081 Consumers price indices for vehicle purchases,Transport Dashboard - Road Transport: Consumers price indices for vehicle purchases  (by vehicle type) from 2000 onwards (by quarter period),https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd071-price-of-fuel-cents-per-litre/rd081-consumers-price-indices-for-vehicle-purchases,https://creativecommons.org/licenses/by/4.0,"transport prices, vehicle type",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd071-price-of-fuel-cents-per-litre/rd081-consumers-price-indices-for-vehicle-purchases,Quarter,transport,https://public.tableau.com/views/RoadTransport_0/RD081-Consumerspriceindicesforvehiclepurchases?:embed=y&:display_count=n&:origin=viz_share_link,RD081 Consumers price indices for vehicle purchases,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD075 National land transport fund revenue,"Transport Dashboard - Road Transport: National land transport fund revenue ($ million) by revenue source (RUC, vehicle registrations and licencing) from 2000/01 onwards",https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd075-national-land-transport-fund-revenue,https://creativecommons.org/licenses/by/4.0,"transport costs, vehicle type",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd075-national-land-transport-fund-revenue,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD075-NationalLandTransportFundrevenuemillion?:embed=y&:display_count=n&:origin=viz_share_link,RD075 National land transport fund revenue,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD072 Road User charges by vehicle type ($/1000 km),Transport Dashboard - Road Transport: Road User charges ($/1000 km) by vehicle type from 1978 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd075-national-land-transport-fund-revenue/rd072-road-user-charges-by-vehicle-type-1000-km,https://creativecommons.org/licenses/by/4.0,"transport costs, vehicle type",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd075-national-land-transport-fund-revenue/rd072-road-user-charges-by-vehicle-type-1000-km,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD072-RoadUserchargesbyvehicletype1000km?:embed=y&:display_count=n&:origin=viz_share_link,RD072 Road User charges by vehicle type ($/1000 km),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
